Tópico de Búsqueda,Video ID,Title,Published At,Duration (min),Views,Likes,Comments,Tags,Description,Channel Title,
Uni Poli Yuc,5X1PktQihDQ,EskişEhir University Shooting (Turkey),2018-04-07,3.07,157,4,3,"news, esogu, shooting, turkey, volkan bayar, eskişehir, eskisehir, rampage, rector, osmangazi, university","On Thursday, April 5, 2018, A man named Volkan Bayar, a 37-year-old assistant researcher, reportedly killed four faculty members in a shooting at the Eskişehir Osmangazi (ESOGU) University in the city of Eskişehir, Turkey. Volkan Bayar, a 37-year-old assistant researcher at ESOGU, first enters the Dean's office on the second floor of the institution without finding the Dean. The suspect Volkan Bayar then pulls out a handgun & starts shooting members of the faculty that he can locate inside of th...",Q&A News,
Uni Poli Yuc,lGuXR6MomxY,Blm Protesters Chant “Black Lives Matter”,2020-08-09,0.08,141,1,0,,Police cruiser blocked the road and protesters chanted.,Blm Saratoga,
Uni Poli Yuc,VcLOZPCJSzU,Synd 20 5 79 Defendants Arrive For May Day Trial,2015-07-24,1.4,357,8,0,"ap archive, z041520, ca427526ccb0f22577a1bb3ebf9b923a, turkey may day trial, turkey, istanbul, middle east, western europe","(29 May 1979) The trial of 331 people arrested during May Day demonstrations in Istanbul opened on Saturday (May 19) in Turkey. The defendants are charged with violating a curfew that was clamped on the city to prevent May Day demonstrations. They all face sentences of up to one year in jail. The defendants, many of them members of the Turkish Worker's Party and Confederation of Revolutionary Worker's Unions, include Mrs. Behice Boran, 69, an american-educated sociologist who leads the Marxist p...",Ap Archive,
Uni Poli Yuc,WJ-xrmi3Ymk,Universidad PolitéCnica De YucatáN (Upy),2016-11-22,2.83,110,0,0,,"La Universidad Politécnica de Yucatán (UPY) es creada por el Gobierno de la República y del Estado, para contribuir en la consolidación de Yucatán como un polo de innovación y de tecnologías de la información y comunicación.",Procivy YucatáN,
Uni Poli Yuc,sQk9SuDpeo0,"Bell 407gxp Colombia - Police Pnc0930 8,000 Ft",2023-09-09,0.45,220,5,0,,,Yetis Videos,
Uni Poli Yuc,0rjPbPMqi0w,FransıZ Polisini Trolleyen TüRk,2018-02-04,0.78,159,3,0,"prank, şaka, komedi, funny, komik, eğlenceli videolar, şaka, joke, comedy, eğlence",,Mehmet YıLdıZ Videoları,
Uni Poli Yuc,kpC012KfNX0,Hoctun Ola,2009-12-02,1.22,203,0,0,cimg0003,mexico vs colombia desde dallas,Cauich,
Uni Poli Yuc,mtA-HTQ7Rcs,15 Arrested In Turkey’S Exam Fraud Case,2015-06-18,1.73,8,0,0,,"Some 15 suspects of 23 detained have been arrested as part of an investigation into alleged fraud in a 2010 nationwide civil service recruitment exam. The remaining eight suspects have been released on probation. The Ankara 2nd Criminal Court of Peace ordered the arrest of the 15 suspects for allegedly leaking the questions of the Public Personnel Selection Exam (KPSS) in an “organized manner.” The court ordered the pre-trial release of the eight other suspects, including three women, under judi...",Solitude,
Uni Poli Yuc,YILH4GYq4K0,Hah?! Aku Hamil Lagi?!  #Baby #Minivlog #Yuka #Pregnancytest #Family #Vlog #Comedy #Storytime,2023-09-22,0.68,16264228,315765,1347,,,Merossa Novega,
Uni Poli Yuc,dwlzY59GoLw,"Interview With Levent Korkut, Law Professor At Medipol University On Quashed Coup In Turkey",2016-07-21,5,1386,11,0,"#failedcoup, turkey coup, turkiye darbe, darbe girişimi, 15 temmuz darbe, genelkurmay başkanvekili org, fetullah gülen, darbeciler, türkiyede darbe, turkey coup attempt, coup attempt in turkey, cnn türk, digiturk, kanal d, recep tayyip erdogan, hulusi akar, melih gökçek, kemal kılıçdaroğlu, devlet bahçeli, binali yıldırım, ahmet davutoglu, abdullah gül",Subscribe: https://www.youtube.com/channel/UC7fWeaHhqgM4Ry-RMpM2YYw?sub_confirmation=1 Livestream: http://www.youtube.com/c/trtworld/live Facebook: https://www.facebook.com/TRTWorld Twitter: https://twitter.com/TRTWorld Visit our website: http://www.trtworld.com/,Trt World,
Uni Poli Yuc,Vagm_Xawpm8,"Momoeria, New Year'S Celebration In Eight Villages Of Kozani Area, West Macedonia, Greece",2022-10-28,0.08,29,0,0,,"Kozani (Greek: Κοζάνη, pronounced [koˈzani]) is a city in northern Greece, capital of Kozani regional unit and of Western Macedonia. It is located in the western part of Macedonia, in the northern part of the Aliakmonas river valley. The city lies 710 metres (2,329 feet) above sea level, 15 kilometres (9 miles) northwest of the artificial lake Polyfytos, 120 km (75 miles) south-west of Thessaloniki, between the mountains Pieria, Vermio, Vourinos and Askio. The population of the Kozani municipali...",Jm Sari̇Ta YüCel,
Uni Poli Yuc,J2fj3jOsSp4,Cirque Du Soleil: A Day Learning Tricks At The Circus,2014-05-27,3.95,6921,46,0,"telegraph, cirque du soleil (organization), circus (character occupation), cirque, dralion, tricks","As Cirque du Soleil celebrates its 30th anniversary and prepares to bring Dralion, one of its oldest shows, to the UK -- Sarah Rainey is invited backstage to learn some of its tricks. Some people dream of running away with the circus. The allure of the big top; of daredevil acrobats and clowns with painted faces; of fire-eaters and unicyclists and trapeze artists soaring hundreds offeet into the air -- for some, it's the stuff of fantasy. I am not one of those people. For a start, I'm scared of ...",The Telegraph,
Uni Poli Yuc,9WxVi-jdJLc,"Osu Student Sexually Assaulted, Robbed At University Village",2018-04-27,1.4,708,3,3,"nbc4i columbus, nbc4 columbus, columbus news, columbus, ohio, wcmh, news, central ohio, ohio news",The Columbus Division of Police is investigating a rape that happened Friday morning at University Village Apartments. https://nbc4i.co/2JwJ1Ar,Nbc4 Columbus,
Uni Poli Yuc,e-Xs-CRl0-8,Former Head Of Turkey’S Top Science Body Detained,2015-04-14,2.28,56,0,0,,"The former head of Turkey’s top science body and two of its employees were detained on April 14 for hiring an employee with a fake diploma, amid allegations of illegal wire-tapping targeting senior government officials. Anti-terror police officers detained Prof. Dr. Yücel Altunbaşak in Ankara, four days after he resigned from the top post at the Scientific and Technological Research Council of Turkey (TÜBİTAK). Altunbaşak’s former chief of staff, identified as Osman K., and a manager of a TÜBİTA...",Toolatetodebate,
Uni Poli Yuc,8DY_znTiEDc,Lcd Hd44780 Control Using Hex Keypad And Pic Microcontroller,2015-05-11,5.78,234,3,1,"hd44780, hex key pad, keypad, pic microcontroller, keyboard scanning",Controlling an LCD HD44780 using a Hex Keypad and a PIC Microcontroller involves integrating the keypad input to display data on the LCD.,Khurram Tanvir,
Uni Poli Yuc,bO9Oh7t9cWQ,Gaziantep Gfb,2013-12-31,0.75,323,13,0,,10. Yılımız Kutlu ve Hayırlara Vesile Olsun.,Enes Sevimli,
Uni Poli Yuc,lBFquiB3A3E,Turkey: Over 250 Arrests As Bogazici Protests Continue Over Erdogan-Appointed University Rector,2021-02-03,2.47,2821,49,66,"middle east eye, mee, mee news, news, middle east eye news, bogazici, bogazici university, bogazici protesto, bogazici protests, bogazici universitesi, bogazici universitesi protesto, melih bulu, recep tayyip erdogan, erdogan appointed rector, bogazici rector, bogazici rektoru, bogazici rektor, istanbul, turkey, turkey protests, freedom of speech turkey, protests in istanbul, bogazici protestolar","Reports of over 250 arrests as protests continued in Turkey over a newly appointed rector at Bogazici University, handpicked by President Erdogan. Protesters also demanded the release of four people arrested over a poster mixing Islamic iconography with pro-LGBT rights symbols Subscribe to our channel: http://ow.ly/AVlW30n1OWH Middle East Eye Website: https://middleeasteye.net Like us on Facebook: https://facebook.com/MiddleEastEye Follow us on Twitter: https://twitter.com/MiddleEastEye Follow u...",Middle East Eye,
Uni Poli Yuc,jSb-842JYoc,Poppyn Episode #3 Full,2011-05-12,31.38,325,2,0,"philly, youth, funding, schools, education, media, medialiteracy, students, flashmobs","Full third episode of Philly's Youth News show POPPYN! In this episode, the crew joins students and youth-led organizations in mobilizing for their right to education. We also break down media's moral panic of FLASH MOBS and educate you about how the state budget affects young people.",Whatspoppyn,
Uni Poli Yuc,CfN0ZAZKaR4,Ambulancia 7302 ComisióN Nacional De Emergencias Respondiendo (Cne Motul),2021-10-11,0.67,2651,78,11,"ambulancia respondiendo, ambulance responding, ambulancia motul, ambulancia yucatan, cne respondiendo, comision nacional de emergencias, cne motul, cne motul respondiendo, comision nacional de emergencias motul","INFO || ESPAÑOL & ENGLISH. Ambulancia de la Comisión Nacional de Emergencias y Radio Auxilio A.C. Delegación Motul respondiendo urgentemente sobre la carretera federal Motul - Suma rumbo a una emergencia desconocida, al norte de la ciudad de Motul. Un saludo a las y los operadores TUM de la CNE Motul y demás delegaciones que la conforman en la península de Yucatán :) An ambulance of the National Emergencies Comission & Radiocommunications A.C. Motul City delegation responding urgently throu...",Jm Emergencias YucatáN,
Uni Poli Yuc,5asYJVavG-g,Trial Resumes Of Lawyer Of Die Welt Journalist For Insulting Turkish Justice System,2018-05-14,1.85,163,1,0,"ap archive, 4152779, 7c834c4de92d7795cf7517c1e7227033, turkey lawyer, istanbul, turkey, western europe, middle east, media, general news, government and politics, social affairs","(9 May 2018) A lawyer for a journalist working for the Die Welt newspaper in Turkey appeared again in an Istanbul court on Wednesday, where he is facing charges of insulting the Turkish justice system. Veysel Ok, 34, who is facing up to two years in prison after comments made in an newspaper interview, said, ""until today I have defended someone else's freedom of expression, now I defend my own freedom of expression."" The court has been adjourned until July. Ok has been a lawyer for 11 years. His...",Ap Archive,
Uni Poli Yuc,pz5MUGiZK-s,Give Us A Call For Help On Tour Next Project! #Polaris #Police #Clinton #Nc @Soundoffsignal,2023-10-20,0.55,229,6,0,,,Dana Safety Supply,
Uni Poli Yuc,9_mvfI4-yuc,Quick Edit Of Aerial View Of Singapore'S Bay Area,2015-12-28,2.17,1027,6,0,,Aerial view of marina bay Singapore,Terence Swee,
Uni Poli Yuc,zudflsUaY6s,Byp100: Looking Back On 5 Years In Chicago,2018-07-30,14.82,599,10,1,,,Byp100,
Uni Poli Yuc,Bsk4CbOD5bY,Bcu Polo Rbs Essa 2014 Entry,2014-03-18,4.1,830,9,3,"bcu polo rbs essa, bcu polo, birmingham city university, rugby polo club, polo (sport), uce birmingham (organization)",Birmingham City University Polo Team Soundtrack: No Stopping - Whisky Jax www.facebook.com/BCUPolo www.bcupolo.wix.com/bcu-polo,Bcu Polo,
Uni Poli Yuc,nEazfy8K_dg,Zdf | Proteste An Der BoğAziçI Elite UniversitäT In Istanbul,2021-01-30,2.03,1233,19,276,"türkei, boğaziçi, universität, istanbul, recep tayyip, erdogan, rektor, proteste, studenten, akademie, 2021, zdf, bildung, freiheit","Ich habe mein Enthüllungsbuch unter den Namen 'Der Spielmacher - Erdoğans Ägide und der Palast in Ankara' veröffentlicht. Ihr könnt gerne bei Amazon den Klappentext oder eine kleine kostenlose Leseprobe durchlesen. Amazonlink: https://www.amazon.de/dp/B0BRVYP5F7 // An der renommierten Bogazici-Universität in Istanbul hat Präsident Erdogan einen neuen Rektor eingesetzt. Dagegen protestieren die Studenten. Sie sagen, dass dies ein Eingriff in die akademische Freiheit sei. #Boğaziçi #Universität #I...",Turkish Democracy,
Uni Poli Yuc,K6zw1Hu5W94,IsraëL: Des Maisons éVacuéEs Dans Une Colonie En Cisjordanie,2017-02-28,1.25,970,5,8,"euronews, world, manifestation, israël, territoires palestiniens, cisjordanie, police, tribunal","no comment live from #Ofra evacuation pic.twitter.com/9lOrCc7PaR&mdash; no comment TV (@nocomment) 28 février 2017 C'est à l'aube que la police israélienne est arrivée à Ofra, une colonie située en Cisjordanie. Neuf maisons doivent y être détruites mardi. Face aux forces de l'ordre, les colons et leurs supporters investissent les lieux. Jusqu'à la dernière minute, ils espéraient que la Cour suprème trancherait en leur faveur. Leurs occupants avaient demandé que les maisons soient uniquem… LIRE L...",Euronews (En FrançAis),
Uni Poli Yuc,MNoyKvotzdA,Baskin - Can Evrenol Interview,2015-10-14,10.55,2201,16,8,"fashion, men, mens fashion, male fashion, men style fashion, style, clothes, can evrenol, horror (film genre), baskin, interview (film), gracie opulanza, baskin movie, baskin 2015, movie baskin, can evrenol, interview, movie star, baskin the movie turkey, footage","MenStyleFashion got to Interview Can Evrenol, the Director of Baskin. The movie came out in September this year! A squad of unsuspecting cops go through a trapdoor to Hell when they stumble upon a Black Mass in an abandoned building, in the tour-de-force feature debut from ferociously talented director Can Evrenol. What should be a routine night on patrol becomes a trip into the darkness of the mind and soul for a squad of unsuspecting cops in this tour-de-force feature debut from the ferociousl...",Menstylefashion,
Uni Poli Yuc,Ki9wEnYkKmI,23 Nisan 2015 Kutlamasi - The Berkeley Turkish School,2015-08-01,1.07,90,1,0,"23 nisan, berkeley turkish school, turkish school, cocuk bayrami, 23 nisan ulusal egemenlik ve vocuk bayrami, turkish lessons, national sovereignty and children's day","Connecting with our past, Building our future The mission of the Berkeley Turkish School is to inspire the children of the Turkish American community and their ability to understand, speak, read, and write Turkish. In addition, the students learn about their cultural heritage through creative play,songs, traditions, geography, history, and literature. Our intent is to create an environment where our school enhances our students' self-confidence and provides a setting that encourages forming of n...",Kaan Eren,
Uni Poli Yuc,ztAHwYfk5Ko,2x Ambulancias Mercedes Sprinter De Imagen Respondiendo En Cdmx,2020-11-06,1.05,1139,37,21,"ambulancias imagen sa de cv, ambulancia imagen respondiendo, mexico city ambulance, mexico city ambulance responding, ambulance mexico responding, ambulancia cdmx respondiendo","ESPAÑOL/ENGLISH: Dos ambulancias de la compañía privada ""IMAGEN SA DE CV"" respondiendo en emergencia sobre avenida Cuauhtémoc, cerca del Centro Médico Nacional Siglo XXI, en la Ciudad de México. Two ambulances of ""IMAGEN SA DE CV"" private company responding in emergency through Cuauhtémoc Avenue, near National Medical Centre ""Silo XXI"", at Mexico City. VEHÍCULOS/VEHICLES:  Mercedes Benz Sprinter FILMACIÓN/RECORDING: - Filmado con una Sony Handycam HDR-CX190 el 23 de diciembre de 20...",Jm Emergencias YucatáN,
Uni Poli Yuc,AtElUsDkSeY,Miniatures: Music From Anatolia,2019-05-17,1.17,117,3,0,"music, ottoman, turkishmarc, mozart, turkey","Music is a universal language enable people to communicate across cultural and linguistic boundaries. On Wednesday, April 10th, the Yunus Emre Institute invited over one hundred guests to enter the enchanting world of Turkish folk music at First Congregational United Church of Christ, Washington DC. This special concert “Miniatures” jointly organized by Turkish American Arts Society of New York (TAASNY)-- “The Soloists of New Manhattan Sinfonietta”. It opened up possibilities for people in DC ar...","Yunus Emre Institute, Usa",
Uni Poli Yuc,hcOqB06uwX0,Ray Kelly Receives 2011 Bull Connor Award,2011-11-30,1.13,4835,56,22,"stop, frisk, ray kelly, nypd, police, new york, media award, new york city, columbia university, #frisk, #ows, occupy wall st, occupy wall street, manhattan, sipa, protestor, bull connor, commissioner, activist, state, activism, stunt, heckle, resign, resignation, muslim, islam","Members of Stop Stop & Frisk, #OWS, and students at Columbia present Ray Kelly with the 2011 Bull Connor Award, for excellence in cracking down on people of color. At Columbia University's SIPA, Matthew Swaye thanks the world's top cop for the privileges his administration affords heterosexual white men. Check out Matthew's writings on Stop Stop & Frisk, incarceration and education: http://www.contentofcharacter.org/author/matthew/",Paul Russell,
Uni Poli Yuc,S7oqkq5rtk0,Prof. Dr. Mete AtatüRe Ile Stem EğItimi üZerine RöPortaj,2019-03-29,4.08,646059,134,17,,"STEM (bilim, teknoloji, mühendislik ve matematik) eğitimi konusunda farkındalığı arttırmayı amaçlayan GREAT Bilim Konuşması'nın konuğu olan University of Cambridge fizik profesörü Prof. Dr. Atatüre, STEM hakkında merak edilenleri cevaplıyor. Atatüre röportajda, Türkiye’de STEM’e ilgi, Birleşik Krallık’ta STEM eğitimi, bu eğitimin avantajları ve sunduğu fırsatlar ve kız öğrencilerin STEM alanına teşviği gibi birçok konuda bilgi veriyor.",British Council Turkey,
Uni Poli Yuc,FPG4EXALFXg,Dance Plus İStanbul Sahnede 2019 - Sirtaki 3,2019-07-02,3.2,105,2,0,,"Sirtaki öğrencilerimizin yılsonu gösterisi Kozzy Ülkü Gazanfer Özcan Sahnesi Müzik: Poli Kali ( Giannis Ploutarhos ) Koreografi: Melis Dündar Yeni dönemde seni de bu sahnede görmek isteriz. 0533 280 04 71 - 0532 498 33 05 Danslar: Tango, Sirtaki, Hint Dansi, Zeybekiko, Milonga, Vals, Küba Salsa, Zumba, Roman, Oryantal, Zeybek, Cocuklar İçin Dans Instagram : https://www.instagram.com/dansdersleri/ Facebook: https://www.facebook.com/Dance-Plus-Istanbul-836819653031398/",Dance Plus İStanbul,
Uni Poli Yuc,6KiBIzgvC1k,"Alfa Medical Assistance Ambulances 05 & 07 Responding At Merida, Mexico",2021-10-01,1.52,890,36,9,"ambulancia respondiendo, ambulance responding, alfa medical assistance, medical assistance",INFO || ESPAÑOL & ENGLISH. Dos ambulancias de la empresa privada Alfa Medical Assistance respondiendo en distintos puntos en la Ciudad de Mérida. Two ambulances of Alfa Medical Assistance private company responding at different points of Merida City. VEHÍCULOS/VEHICLES:  Ford Transit  Modified Dodge RAM FILMACIÓN/RECORDING: - Filmado con una Sony Handycam HDR-CX675 el 12 de febrero y 21 de agosto de 2021. Publicado el 01 de octubre de 2021. - Recorded with a Sony Handycam HDR-CX...,Jm Emergencias YucatáN,
Uni Poli Yuc,vUOjQBo7LiY,How Turkey'S Failed Coup Upended Many Lives,2017-07-18,4.67,191,1,0,"ap archive, 4106007, 95b663366fe7f044b5d15597b224c49c, turkey coup purge, fethullah gulen, turkey, western europe, middle east, general news, government and politics, social affairs, turkey failed military coup","(13 Jul 2017) Abdullah Korkmaz worked in Turkish education for 18 years, as a teacher and elementary school principal. Then Turkey was roiled by an attempted coup, followed by a state of emergency, mass arrests and a wide-scale crackdown on civil servants, including teachers. Kormaz, 48, now works in a restaurant, kneading spicy, raw meatballs in the southeastern city of Diyarbakir and wondering how he got caught up in it all. Korkmaz has joined some 30,000 teachers or education ministry officia...",Ap Archive,
Uni Poli Yuc,EIbPgvBtILM,New Zealand Passes The First Law Ever To Ban Smoking For The Next Generation | Oneindia News*News,2022-12-13,2.33,409,8,0,"oneindia news., new zealand, new zealand anti smoking, new zealand ban smoking, new zealand bans smoking, new zealand outlaws smoking, new zealand smoking ban, new zealand smoking law, new zealand to ban cigarattes, new zealand to ban cigarettes for future generations, new zealand to ban cigarettes for next generation, new zealand to ban smoking, smoke free new zealand, smoking, smoking ban new zealand, smoking new zealand","New Zealand imposes world's first ban on smoking for next generation; Bosnia and Croatia – 1 person dead, homes damaged after rain triggers floods and landslides; A new European satellite, Meteosat-12 to be launched on Tuesday will greatly enhance forecasting of sudden, violent storms so that we can better prepare for them; Kosovo Protests: Serbs clash with police, ethnic tensions rise. #NewZealand #BosniaCroatiaFloods #SmokingBan -----------------------------------------------------------------...",Oneindia News,
Uni Poli Yuc,Ejb3mh-GyqE,Opposition Politicians Attacked Before ‘No’ Campaign Speech Turkey Purge,2017-03-08,1.87,592,1,0,"opposition nationalist movement party (mhp), ümit özdağ, yusuf halaçoğlu, attacked, turkey referendum on april 16",https://www.turkishminute.com/2017/03/08/video-mhp-deputies-attacked-campaigning-no-vote-upcoming-referendum/,Turkish Minute,
Uni Poli Yuc,taJQDjZWP2E,2013 Jones Beach Airshow - Nassau County Police Department Bell 407,2013-05-29,1.15,5276,31,2,"bell 407 jetranger, jetranger, bell 407, helicopter, airshow, air show, jones beach, long island, wantagh, hurricane sandy, chuck schumer, rob reider","Nassau County Police Department 2013 Jones Beach Airshow Jones Beach State Park Wantagh, New York Sunday May 26, 2013 http://www.zingeraviation.com Prior to the start of the 2013 Jones Beach Airshow, this Bell 407 JetRanger from the Nassau County Police Department made this pass over the beach. I only shot this short video to test the conditions put forth for everyone that day - it was cold and VERY windy on the beach. Trust me when I say this... if you look at the date I said this was shot, I w...",Zinger Aviation Media,
Uni Poli Yuc,Nl3mfLrjIiY,Fifty Charged After Protest For Media Freedom,2014-07-14,1.55,146,0,0,"protest, demonstration, unity weekly journal, myanmar peace centre, press freedom, media law, article 18, peaceful assembly and peaceful procession act, dvb",Over 50 journalists and their supporters have been charged with protesting illegally after holding a silent demonstration outside the Myanmar Peace Centre on Saturday.,Dvbtvenglish,
Uni Poli Yuc,OkGdVxioqZY,Bell 407 Started Circling,2016-07-21,0.92,1872,7,0,youtube editor,I created this video with the YouTube Video Editor (http://www.youtube.com/editor),4 All Occasions Gifts And Favors,
Uni Poli Yuc,POZdSM3mkzs,Volleyball Turnament Match In Final Scene,2018-09-08,2.77,60,2,0,,Volleyball match https://youtu.be/k1eoGDFKpMQ https://youtu.be/k1eoGDFKpMQ https://youtu.be/7tkG_l8En0c https://youtu.be/uaMD5A6Rd0o,Loving India,
Uni Poli Yuc,skv7j8q-Yuc,Jom Sertai Program Diploma Uthm 2021!,2021-06-10,2.08,2819,24,3,"lepasan spm, spm leavers, ipta, ipt, ua, universiti, university, spm",Dapatkan maklumat lanjut di pautan berikut. Portal: https://ceds.uthm.edu.my TikTok: https://www.tiktok.com/@cedsuthm Instagram: https://www.instagram.com/cedsuthm/ Facebook: https://www.facebook.com/cedsuthm/ YouTube: https://youtube.com/@cedsuthm #UTHMpilihanpertama #CeDSUTHM #UniversitiTunHusseinOnnMalaysia,Pusat Pengajian Diploma Uthm,
Uni Poli Yuc,Svudc_ohcu8,Gimnasio Panaderos 69 - Space Fitness - Valladolid,2017-08-22,1.42,1056,8,0,"gimansio, gimnasio fitness, gimansio panaderos, gimnasio valladolid",Juan Carlos nos muestra algunas de las instalaciones del Gimnasio Space Fitness de Valladolid. Podéis visitarnos en la calle Panaderos nº 69 -------------------------------------------------------------------------------- Juan Carlos shows us some of the facilities of the Fitness Space Gym in Valladolid. You can visit us in the street Panaderos nº 69 -------------------------------------------------------------------------------- Juan Carlos nous montre quelques-unes des installations du Fitness...,Gym Space Fitness,
UPY Mexico,mFj58Srx-00,Visita A La Upy,2016-12-07,0.6,535,13,0,"universidad, politécnica, yucatán, upy, tic, robótica, datos, sistemas embebidos, computación, gobierno, rolando, zapata, bello, siies, data science, big data, robotics, ai",Visita del Gobernador Constitucional del Estado de Yucatán a la Universidad Politécnica de Yucatán para entablar un diálogo abierto con los alumnos,UpyucatáN,
UPY Mexico,pftgur7f2K0,Mexico: Analizando IngenieríA Ciberseguridad Upy,2023-06-23,9.28,304,8,8,,Mexico: Analizando Ingeniería Ciberseguridad UPY Universidad Politecnica de Yucatan con César Chávez Martinez @peruhacking,Peru Hacking,
UPY Mexico,RxCFhd2s7hQ,YucatáN Competirá En El Torneo Mexicano De RobóTica Con Talento De La Upy,2025-05-07,1.72,28,0,0,,Yucatán competirá en el Torneo Mexicano de Robótica con talento de la UPY,Notirivas,
UPY Mexico,Vgc9xv6_Y2A,Upy Abre La Carrera De IngenieríA En Ciberseguridad | Tele YucatáN,2022-03-18,2.03,514,14,1,"tele yucatan, tele yucatan te informa, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan, tele yucatán, canal 13 yucatan, carrera ciberseguridad, carrera ciberseguridad upy, uso ciberseguridad carrera, carrera ciberseguridad gratis",UPY abre la carrera de ingeniería en Ciberseguridad  Las #Noticias más importantes de #Yucatán. 𝗗𝗮𝗹𝗲 𝗠𝗘 𝗚𝗨𝗦𝗧𝗔 𝗲𝗻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up Síguenos en TikTok: https://bit.ly/3ncbD93,Tele YucatáN,
UPY Mexico,YF9d6bonh7M,Estudiantes De La Upy Destacan En El Aprendizaje Del Idioma IngléS | Tele YucatáN,2022-07-02,1.43,176,4,0,"tele yucatan, tele yucatan te informa, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan, tele yucatán, canal 13 yucatan",Estudiantes de la Universidad Politécnica de #Yucatán destacan en el aprendizaje del idioma inglés.  Las #Noticias más importantes de #Yucatán. 𝗗𝗮𝗹𝗲 𝗠𝗘 𝗚𝗨𝗦𝗧𝗔 𝗲𝗻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up Síguenos en TikTok: https://bit.ly/3ncbD93,Tele YucatáN,
UPY Mexico,4K2f2vt3OnI,Obras De YucatáN,2016-12-06,0.68,276,8,0,"upy, universidad, politécnica, yucatán, tic, robótica, ingeniería, datos, sistemas embebidos, data science, big data, tecnología, disruptivas","Siendo la Primera en su tipo a nivel internacional, la UPY es una de las obras estratégicas del Gobierno del Estado",UpyucatáN,
UPY Mexico,2CQbRsYyyrA,Avances De La ConstruccióN De La Upy,2016-10-14,1.3,348,6,0,"upy, universidad, politécnica, yucatán, siies, rolando zapata, idefey, tic, robótica, embebidos, big data, iot, akw, ingeniería, educación superior, ies","Conoce los avances en la construcción de la Universidad Politécnica de Yucatán, Institución de vanguardia que contribuirá al impulso de la industria de las Tecnologías de la Información y Comunicación en la región.",UpyucatáN,
UPY Mexico,SXy6Pfw8BYM,#YucatáN Ya Cuenta Con Laboratorios De Ciberseguridad En La Upy Y La Utm,2023-02-06,3.58,441,19,0,,"#Yucatán ya cuenta con 2 nuevos laboratorios de ciberseguridad en la Universidad Politécnica (UPY) y la Universidad Tecnológica Metropolitana (UTM), únicos en su tipo en el sureste del país, con los cuales preparamos a nuestros jóvenes para que obtengan mejores empleos. En equipo seguiremos impulsando la educación y la preparación de las y los yucatecos.",Mauricio Vila Dosal,
UPY Mexico,hCZMVK_G0y4,PresentacióN Universidad PolitéCnica De YucatáN,2016-11-03,3.95,2215,38,0,"upy, universidad, politécnica, yucatán, sistemas embebidos, tic, robótica, big data, data science, siies, tecnologías disruptivas, canieti, tamu, bis, cgutp, sep, gobierno","Presentación oficial de la Universidad Politécnica de Yucatán. Somos una una universidad pública descentralizada del Gobierno del Estado de Yucatán, perteneciente al subsistema de Universidades Tecnológicas y Politécnicas de la Secretaría de Educación Pública, bajo un modelo Bilingüe, Internacional y Sustentable (BIS), y especializada en el campo de las Tecnologías de la Información y Comunicación.",UpyucatáN,
UPY Mexico,PcABHVL3ovg,Discurso Del Secretario Aurelio NuñO - InauguracióN De La Universidad PolitéCnica Bis,2016-11-03,10.02,225,2,0,"sep, anm, secretario, secretaría de educación pública, aurelio nuño mayer, mensaje, educación, palabras, intervención, participación, discurso, alumnos, alumnas, estudiantes, maestros, docentes, profesores, maestras, inauguración, universidad politécnica, universidades, bis, mérida, yucatán, modelo bis, bilingüe internacional sustentable","Mensaje del secretario de Educación Pública, Aurelio Nuño Mayer, durante la Inauguración de la Universidad Politécnica BIS, en Mérida, Yucatán.",SecretaríA De EducacióN PúBlica,
UPY Mexico,ew7v9XLePxU,"La Universidad PolitéCnica De YucatáN, En Un 70% De Avance",2016-07-30,3.03,775,11,0,"mérida, yucatán, méxico, diario de yucatán, grupo megamedia, yucatan.com.mx, universidad politécnica de yucatán, gildardo sánchez gonzález, ricardo bello bolio, joaquín chan caamal, josé alberto guerrero silva","Con un 70% de avance en la construcción de su edificio, sus 3 carreras de ingeniería definidas y un primer cuatrimestre dedicado a la enseñanza del inglés, la Universidad Politécnica de Yucatán está lista para escribir su historia académica donde su objetivo es formar profesionistas globales en tecnologías que demanda el mercado local, nacional y mundial. Su primer rector Gildardo Sánchez González, quien tiene estudios de doctorado en Ciencias Computacionales y postdoctorado en Robótica, pronost...",Diario De YucatáN Megamedia,
UPY Mexico,Dv4eUlmKV8c,#Iftp | Kick Off At The Upy,2019-02-15,29.02,813,10,0,"upy, yucatan, politecnica, embebidos, bigdatata, robotica, bis, admision, tamu, iftp, invent, planet, universidad",Get into the experience of the Invent for the Planet 2019 edition at the Universidad Politécnica de Yucatán. Follow the best moments by live shows and recaps breakdowns.,UpyucatáN,
