Item_Identifier,Total_Sales,Avg_Sales,Store_Count,Avg_MRP,Avg_Visibility,Item_Weight,Item_Fat_Content,Broad_Category,Item_Type,Cluster,Cluster_Label
FDY20,6247.8672,1249.57344,5,91.3688,0.0819236652,12.5,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDY21,18855.456,3142.576,6,195.761,0.205924754,15.1,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDY22,8341.1424,2085.2856,4,143.6628,0.16010164025,16.5,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDY24,4152.5946,830.5189200000001,5,53.3298,0.15614003125,4.88,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDY25,24991.4688,4998.29376,5,180.6776,0.0340019908,12.0,Low Fat,Food,Canned,0,Food: Mass Market / High Rev
FDY26,21172.44,4234.488,5,212.1044,0.0346162474,20.6,Regular,Food,Dairy,1,Food: Mass Market / High Rev
FDY27,11241.3672,2248.27344,5,178.49439999999998,0.0319008986,6.38,Low Fat,Food,Dairy,0,Food: Mass Market / High Rev
FDY28,20517.2928,3419.5488,6,213.8718,0.1810508585,7.47,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDY31,17951.2996,2564.4713714285717,7,147.1275142857143,0.043609208,5.98,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDY32,5056.751,1685.5836666666669,3,164.08766666666665,0.1907035116666666,7.605,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDY33,23073.299,3296.185571428571,7,159.2404857142857,0.1094366039999999,14.5,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDY34,14257.4412,2851.48824,5,165.8242,0.01263723,10.5,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDY35,5650.6446,807.2349428571428,7,45.81162857142857,0.0192957038571428,17.6,Regular,Food,Breads,1,Food: Low Viz / Economy
FDY36,6518.182000000001,1086.3636666666669,6,73.72133333333333,0.0105951051666666,12.3,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDY37,14600.994,2920.1988,5,142.667,0.0265484924,17.0,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDY38,17244.22,3448.844,5,232.05,0.1372740368,13.6,Regular,Food,Dairy,1,Food: Mass Market / High Rev
FDY39,16722.2328,3344.4465600000003,5,183.0408,0.0638449095,5.305,Regular,Food,Meat,1,Food: Mass Market / High Rev
FDY40,2660.5368,443.4228,6,49.5692,0.1063433131666666,15.5,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDY43,673.7896,673.7896,1,169.7474,0.098803088,14.85,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDY44,15909.291,3181.8582,5,196.351,0.0244182922,14.15,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDY45,22381.5328,3730.255466666667,6,254.00226666666663,0.0261863996,17.5,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDY46,11786.6574,3928.8858,3,187.4898,0.0479277496666666,18.6,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDY47,13891.917,1736.4896250000002,8,130.0435,0.0597307914285714,8.6,Regular,Food,Breads,1,Food: Low Viz / Economy
FDY48,8715.322,1452.553666666667,6,103.8332,0.0267252729999999,14.0,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDY49,17337.432,2167.179,8,164.6934,0.013144578625,17.2,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDY50,11330.5844,1888.4307333333331,6,89.3172,0.1311026205,5.8,Low Fat,Food,Dairy,0,Food: Low Viz / Economy
FDY51,22037.98,4407.596,5,220.7198,0.0811445081999999,12.5,Low Fat,Food,Meat,0,Food: Mass Market / High Rev
FDY52,4594.02,765.67,6,60.88693333333333,0.0084558516,6.365,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDY55,42661.8008,5332.7251,8,257.2738,0.0814281194,16.75,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDY56,30018.9246,3752.365575,8,225.7937,0.073569595375,16.35,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDY57,11121.5232,1588.7890285714286,7,95.98948571428572,0.1214671492857143,20.2,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDY58,12331.9476,4110.6492,3,227.80273333333332,0.040068738,11.65,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDY59,7866.427,1123.7752857142857,7,93.07477142857142,0.0313915023333333,8.195,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDY60,11936.4624,2387.29248,5,144.21280000000002,0.0308318305,10.5,Regular,Food,Baking Goods,1,Food: Mass Market / High Rev
FDZ01,8565.517,1713.1034,5,103.03900000000002,0.0102689824,8.975,Regular,Food,Canned,1,Food: Low Viz / Economy
FDZ02,2348.9424,587.2356,4,98.2226,0.04460041525,6.905,Regular,Food,Dairy,1,Food: Low Viz / Economy
FDZ03,13981.8,2796.36,5,186.324,0.09212875875,13.65,Regular,Food,Dairy,1,Food: Mass Market / High Rev
FDZ04,4933.578,822.263,6,62.63433333333334,0.0422706006666666,9.31,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDZ07,3839.0028,767.8005599999999,5,62.25940000000001,0.1385278923333333,15.1,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDZ08,6934.9728,990.7104,7,82.43062857142857,0.1100542534999999,12.5,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDZ09,16051.1064,2675.1844,6,164.22013333333334,0.116764985,17.6,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDZ10,11005.674,1834.279,6,126.76866666666666,0.054990563,17.85,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDZ12,14600.994,2433.4990000000003,6,143.71366666666668,0.1169549193999999,9.17,Low Fat,Food,Baking Goods,0,Food: Mass Market / High Rev
FDZ13,2796.36,699.09,4,50.760000000000005,0.15394617775,7.84,Regular,Food,Canned,1,Food: Low Viz / Economy
FDZ14,7634.0628,2544.6876,3,121.80893333333334,0.0476016063333333,7.71,Regular,Food,Dairy,1,Food: Low Viz / Economy
FDZ15,15493.166,2213.3094285714283,7,118.22105714285716,0.0208831431666666,13.1,Low Fat,Food,Dairy,0,Food: Low Viz / Economy
FDZ16,21118.5102,3519.7517000000003,6,193.83113333333333,0.1978071801666666,16.85,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDZ19,9140.1024,3046.7008,3,176.2378666666667,0.093480252,6.425,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDZ20,40185.0248,5023.1281,8,254.1106,0.0376495034285714,16.1,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDZ21,10136.805,1267.100625,8,96.4785,0.042551874125,17.6,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDZ22,6075.425,1215.085,5,83.80499999999999,0.0521080726,9.395,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDZ23,19947.368,2849.6240000000003,7,186.4382857142857,0.0740176644285714,17.75,Regular,Food,Baking Goods,1,Food: Mass Market / High Rev
FDZ25,17147.679,2857.9465,6,169.56233333333333,0.0276194044,15.7,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDZ26,29877.775,3734.721875,8,239.3347,0.15624476925,11.6,Regular,Food,Dairy,1,Food: Mass Market / High Rev
FDZ27,2396.88,479.376,5,51.095,0.01719232,7.935,Low Fat,Food,Dairy,0,Food: Low Viz / Economy
FDZ28,7884.403600000001,1576.88072,5,126.5278,0.06031770775,20.0,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDZ31,16107.0336,3221.40672,5,191.1704,0.1131901057499999,15.35,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDZ32,3681.874,920.4685,4,105.1964,0.0477545646666666,7.785,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDZ33,14337.3372,1792.16715,8,147.7451,0.1190004092857142,10.195,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDZ34,14481.15,4827.05,3,192.682,0.0758713449999999,6.695,Low Fat,Food,Starchy Foods,0,Food: Mass Market / High Rev
FDZ35,15789.447,2255.6352857142856,7,102.81328571428573,0.0223034523333333,9.6,Regular,Food,Breads,1,Food: Low Viz / Economy
FDZ36,17710.280000000002,3542.0560000000005,5,186.804,0.0658983614,6.035,Regular,Food,Baking Goods,1,Food: Mass Market / High Rev
FDZ37,3750.4514,1250.1504666666667,3,87.85313333333333,0.0197206385,8.1,Regular,Food,Canned,1,Food: Low Viz / Economy
FDZ38,22762.3704,3793.7284,6,172.5755333333333,0.0090077146666666,17.6,Low Fat,Food,Dairy,0,Food: Mass Market / High Rev
FDZ39,7946.323,1324.3871666666666,6,103.03233333333333,0.0180449758333333,19.7,Regular,Food,Meat,1,Food: Low Viz / Economy
FDZ40,4314.384,862.8768,5,53.9898,0.0402508198,8.935,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDZ43,23750.4176,4750.08352,5,241.6312,0.0570381156,11.0,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDZ44,5390.3168000000005,898.3861333333334,6,116.41413333333333,0.0479703781666666,8.185,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDZ45,16071.0804,2678.5134,6,198.3084,0.0828313668333333,14.1,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDZ46,6189.2768,1547.3192,4,110.4978,0.069315463,7.485,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDZ47,9225.9906,1845.19812,5,99.1442,0.0792275435,20.7,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDZ48,8165.3712,1360.8952,6,112.37106666666666,0.0856341398333333,17.75,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDZ49,19393.4224,3232.2370666666666,6,220.1798,0.1330949981666666,11.0,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDZ50,11025.648,5512.824,2,183.0108,0.079523619,12.8,Regular,Food,Dairy,1,Food: Mass Market / High Rev
FDZ51,7045.4956,1409.09912,5,96.0094,0.0619210666,11.3,Regular,Food,Meat,1,Food: Low Viz / Economy
FDZ52,13120.2548,1874.3221142857144,7,111.76002857142858,0.1001520237142857,19.2,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDZ55,21092.544,3515.4240000000004,6,159.95866666666666,0.0254371871666666,6.055,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDZ56,16844.739999999998,2807.4566666666665,6,167.88073333333332,0.0289480538333333,16.25,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDZ57,5396.9748,1079.39496,5,128.1594,0.0378300824,10.0,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDZ58,14455.8496,2065.121371428572,7,122.03577142857144,0.05782034,17.85,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDZ59,16312.1,2718.6833333333334,6,166.28333333333333,0.1287201111666666,6.63,Regular,Food,Baking Goods,1,Food: Mass Market / High Rev
FDZ60,3882.9456,776.58912,5,107.8196,0.1373011176,20.5,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
NCA05,8314.5104,1385.7517333333333,6,149.24006666666665,0.0289398976,20.75,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCA06,3991.471,570.2101428571428,7,36.09042857142857,0.1433687293333333,20.5,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCA17,13422.528,2684.5056,5,149.4192,0.04554225825,20.6,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCA18,4170.5712,1042.6428,4,116.1742,0.065540536,10.1,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCA29,13175.5162,2635.10324,5,170.95059999999998,0.0309774374,10.5,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCA30,11723.4064,2344.68128,5,189.8072,0.1511370865,19.0,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCA41,16547.7932,3309.55864,5,191.7562,0.0326456916,16.75,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCA42,14102.9756,2820.59512,5,158.8404,0.0349682916666666,6.965,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCA53,4325.7026,720.9504333333333,6,48.403400000000005,0.011136618,11.395,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCA54,8841.1582,2210.28955,4,179.6068,0.04282478225,16.5,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCB06,12943.152,2588.6304,5,161.192,0.093423647,17.6,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCB07,9624.139,3208.046333333333,3,197.07766666666663,0.0948306716666666,19.2,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCB18,14876.6352,1652.959466666667,9,88.88473333333334,0.0478356286666666,19.6,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCB19,8588.82,1431.47,6,85.67153333333333,0.1016285779999999,6.525,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCB30,18848.798,2692.6854285714285,7,197.9084,0.0309288421428571,14.6,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCB31,23406.199,2925.774875,8,263.091,0.1299358438749999,6.235,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCB42,11353.2216,1892.2036,6,116.4992,0.0085695865,11.8,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCB43,23386.225,3897.7041666666655,6,187.9398,0.1000467259999999,20.2,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCB54,7286.5152,1821.6288,4,127.1586,0.050183505,8.76,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCB55,2607.2728,651.8182,4,58.5312,0.160874672,15.7,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCC06,13166.8608,3291.7152,4,127.8336,0.027029403,19.0,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCC07,8941.694,1490.282333333333,6,104.66306666666668,0.0239420431666666,19.6,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCC18,17933.9888,2241.7486,8,172.9297,0.192383971625,19.1,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCC19,16218.888,4054.722,4,192.707,0.0967385519999999,6.57,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCC30,9278.5888,1855.71776,5,177.25439999999998,0.0312986854,16.6,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCC31,7634.0628,1908.5157,4,156.0722,0.0243423806666666,8.02,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCC42,7867.092799999999,1966.7732,4,140.5088,0.0449392854999999,15.0,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCC43,13303.3498,2660.66996,5,251.2466,0.0929768584,7.39,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCC54,23137.8816,3856.3136,6,240.75293333333332,0.1087918323333333,17.75,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCC55,1155.8288,577.9144,2,36.4348,0.0638869805,10.695,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCD06,3355.632,671.1264,5,45.766,0.0995329188,13.0,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCD07,5009.4792,1252.3698,4,114.3768,0.0554487675,9.1,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCD18,26952.9156,4492.1526,6,229.53346666666667,0.0727253108,16.0,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCD19,3923.5594,653.9265666666666,6,55.04473333333333,0.016164306,8.93,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCD30,4110.6492,1370.2164,3,97.6726,0.0268653165,19.7,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCD31,12333.945,2466.789,5,165.2726,0.017534283,12.1,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCD42,3529.4057999999995,705.8811599999999,5,38.3106,0.0126594065,16.5,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCD43,1998.7316,499.6829,4,105.6214,0.02173051825,8.85,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCD54,15748.1674,2249.7382,7,144.66431428571428,0.0321262382857142,21.1,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCD55,1761.7068,440.4267,4,41.8204,0.0284441429999999,14.0,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCE06,6147.9972,1229.59944,5,161.20940000000002,0.1175348805999999,5.825,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCE07,11487.0474,1641.0067714285717,7,141.94397142857142,0.014614804,8.18,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCE18,21721.725,4344.344999999999,5,249.235,0.0214471104,10.0,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCE19,7097.428,1013.9182857142856,7,54.20988571428571,0.1029617348571428,8.97,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCE30,12743.412,2123.902,6,212.0902,0.1140342862,16.0,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCE31,3496.7816,437.0977,8,34.4716,0.200588393,7.67,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCE42,24070.6674,4814.13348,5,234.3958,0.0105867495,21.1,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCE43,14487.808,2897.5616,5,170.54479999999998,0.1173949703999999,12.5,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCE54,11736.7224,1467.0902999999998,8,74.9229,0.0297923267142857,20.7,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCE55,12174.153,4058.051,3,176.7703333333333,0.1300515753333333,8.92,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCF06,6733.901199999999,2244.633733333333,3,259.2962,0.0247453383333333,6.235,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCF07,9816.5552,1636.0925333333334,6,101.23493333333332,0.032055908,9.0,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCF18,18216.288,3643.2576,5,191.9304,0.100981399,18.35,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCF19,3159.221,631.8442,5,48.2034,0.0404096326,13.0,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCF30,10444.4046,1740.7341,6,125.35286666666669,0.1406546208333333,17.0,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCF31,8956.3416,1492.7236,6,151.73573333333334,0.0583948478333333,9.13,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCF42,17577.12,1953.013333333333,9,176.4712,0.1939887866666666,17.35,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCF43,11594.907,2318.9814,5,142.30700000000002,0.0520324392499999,8.51,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCF54,9311.8788,2327.9697,4,171.2172,0.0554486747499999,18.0,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCF55,2434.8306,811.6102000000001,3,34.6874,0.0216749716666666,6.675,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCG06,13140.8946,3285.22365,4,256.81460000000004,0.02943357425,16.35,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCG07,19544.559,2792.079857142857,7,190.3101428571429,0.0581355844285714,12.3,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCG18,9227.988,1845.5976000000005,5,102.7732,0.02683930275,15.3,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCG19,4687.232,2343.616,2,233.8116,0.147987012,20.25,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCG30,11080.9094,1846.8182333333332,6,124.17126666666668,0.1263385116666666,20.2,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCG42,9218.001,1843.6002,5,129.751,0.0412838925,19.2,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCG43,7866.427,1123.7752857142857,7,93.38905714285714,0.0918724636666666,20.2,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCG54,15057.732800000002,3764.4332,4,171.5356,0.07983138625,12.1,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCG55,7329.1264,2443.0421333333334,3,115.78426666666668,0.039160306,16.25,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCH06,11824.608,2364.9216,5,247.386,0.086976659,12.3,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCH07,14895.2776,2127.8968,7,158.83182857142856,0.1116357592857143,13.15,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCH18,20637.1368,3439.5228,6,245.94686666666664,0.049674896,9.3,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCH29,9102.1518,1820.43036,5,97.9926,0.0345312304999999,5.51,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCH30,11658.158,1665.4511428571427,7,114.37171428571428,0.0746791811666666,17.1,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCH42,20443.389,4088.6778,5,229.721,0.0414953856,6.86,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCH43,9707.364,1617.894,6,216.13586666666663,0.0795265526666666,8.42,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCH54,11345.232,1890.872,6,159.942,0.0899123865,13.5,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCH55,10626.168,1518.024,7,126.68771428571428,0.0429213203333333,16.35,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCI06,15459.876,3091.9752,5,180.106,0.0549487814,11.3,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCI17,9943.723,1657.2871666666667,6,95.691,0.1435680568333333,8.645,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCI18,16154.9712,2692.4952,6,223.80793333333332,0.0140438258333333,18.35,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCI29,12763.386,1595.42325,8,141.6779,0.035402842125,8.6,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCI30,14780.76,2463.46,6,245.896,0.0664183366666666,20.25,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCI31,3918.233,559.7475714285714,7,36.77614285714286,0.0979096562857142,20.0,Non-Edible,Non-Consumable,Others,2,Non-Edible Goods
NCI42,16046.4458,2674.4076333333333,6,208.0954,0.0103651388333333,18.75,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCI43,5129.323200000001,854.8872000000001,6,48.1876,0.0259854388333333,19.85,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCI54,13430.5176,1492.2797333333333,9,109.42453333333331,0.0395934899999999,15.2,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCI55,14133.6024,2826.72048,5,121.7614,0.012647792,18.6,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCJ05,14484.479,2414.079833333333,6,152.60153333333332,0.0460986225,18.7,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCJ06,5601.375400000001,1400.3438500000002,4,119.5532,0.04119768525,20.1,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCJ17,4857.6768,971.53536,5,85.3024,0.1734482116,7.68,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCJ18,14577.0252,2082.432171428572,7,118.26954285714284,0.1796689795714285,12.35,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCJ19,6298.468,1259.6936,5,56.8588,0.1341355898,18.6,Non-Edible,Non-Consumable,Others,2,Non-Edible Goods
NCJ29,7329.1264,1221.521066666667,6,85.4224,0.03520344,10.6,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCJ30,21052.596,2339.177333333333,9,169.69011111111112,0.087515845875,5.82,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCJ31,18317.4896,3663.49792,5,241.5396,0.1827098992,19.2,Non-Edible,Non-Consumable,Others,2,Non-Edible Goods
NCJ42,10150.7868,1691.7978,6,102.3332,0.0161075511666666,19.75,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCJ43,8198.6612,2049.6653,4,174.0646,0.03163471625,6.635,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCJ54,24165.8768,4833.175359999999,5,232.12420000000003,0.0600210338,9.895,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCK05,6125.36,765.67,8,60.9036,0.0858053374285714,20.1,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCK06,6664.657999999999,1332.9316,5,121.9156,0.0098050928,5.03,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCK07,15787.4496,2631.2416,6,165.2526,0.0487931798333333,10.65,Non-Edible,Non-Consumable,Others,2,Non-Edible Goods
NCK17,3954.852,659.1419999999999,6,40.198,0.0379218602,11.0,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCK18,19649.0896,2807.0128,7,164.94697142857143,0.0076006704,9.6,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCK19,15306.0762,2551.0127,6,193.5478,0.100701455,9.8,Non-Edible,Non-Consumable,Others,2,Non-Edible Goods
NCK29,15273.452,1909.1815,8,123.0355,0.1428732278,5.614999999999999,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCK30,15727.5276,3145.50552,5,253.9698,0.0692579376,14.85,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCK31,2204.4638,734.8212666666667,3,50.63326666666666,0.027040841,10.895,Non-Edible,Non-Consumable,Others,2,Non-Edible Goods
NCK42,16178.94,4044.735,4,216.3692,0.0131293495,7.475,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCK53,17162.3266,2145.290825,8,99.6417,0.0412537814285714,11.6,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCK54,11068.925,1844.8208333333328,6,116.39833333333333,0.0295109773333333,12.15,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCL05,3938.207,562.601,7,43.66271428571429,0.0538775321666666,19.6,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCL06,8634.7602,2878.2534,3,261.8927333333333,0.0883387456666666,14.65,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCL07,1757.712,439.428,4,40.348,0.0371993105,13.85,Non-Edible,Non-Consumable,Others,2,Non-Edible Goods
NCL17,10828.5712,2707.1428,4,141.4562,0.067941382,7.39,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCL18,14581.02,2083.002857142857,7,194.1278857142857,0.1858058698571428,18.85,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCL19,11308.613,2261.7226,5,143.527,0.0156842617999999,15.35,Non-Edible,Non-Consumable,Others,2,Non-Edible Goods
NCL29,15529.1192,2218.4456,7,158.41754285714288,0.1249753231428571,9.695,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
NCL30,12272.0256,3068.0064,4,127.3836,0.04889788775,18.1,Non-Edible,Non-Consumable,Household,2,Non-Edible Goods
NCL31,26339.048,2926.5608888888887,9,143.13588888888887,0.1304155957777777,7.39,Non-Edible,Non-Consumable,Others,2,Non-Edible Goods
NCL41,2008.0528,334.67546666666664,6,35.08826666666666,0.0470380728333333,12.35,Non-Edible,Non-Consumable,Health and Hygiene,2,Non-Edible Goods
